userId,movieId,movie_categoryId,movieRating
27,21,1,1
232,21,1,1
141,21,1,2
233,21,1,1
234,21,1,4
235,21,1,4
200,21,1,2
236,21,1,3
167,21,1,3
237,21,1,1
126,22,1,2
238,22,1,1
239,22,1,4
58,22,1,2
200,22,1,3
39,22,1,1
62,22,1,2
240,23,1,4
241,23,1,1
242,23,1,5
8,23,1,4
243,23,1,5
244,23,1,5
245,23,1,5
245,23,1,5
101,23,1,5
101,23,1,1
2,23,1,3
157,23,1,2
102,23,1,5
14,23,1,5
246,23,1,5
182,23,1,5
226,23,1,5
247,23,1,1
228,23,1,4
248,23,1,5
249,23,1,5
250,23,1,5
251,23,1,5
94,23,1,4
252,23,1,1
253,23,1,5
254,23,1,5
255,23,1,5
256,23,1,4
257,23,1,4
258,23,1,4
259,23,1,5
260,23,1,5
261,23,1,4
262,23,1,5
263,23,1,5
264,23,1,4
265,23,1,5
213,23,1,3
266,23,1,5
267,23,1,5
268,23,1,5
205,23,1,3
269,23,1,2
163,23,1,2
270,23,1,5
52,23,1,5
271,23,1,5
272,23,1,5
273,23,1,5
184,23,1,3
274,23,1,4
275,23,1,5
276,23,1,5
277,23,1,5
61,23,1,5
176,23,1,5
278,23,1,5
279,23,1,4
280,23,1,4
38,23,1,4
167,23,1,4
267,23,1,5
281,24,1,4
14,24,1,4
282,24,1,5
283,24,1,4
176,24,1,5
39,24,1,4
152,25,1,3
284,25,1,4
285,25,1,4
102,25,1,4
44,25,1,4
286,25,1,5
287,25,1,5
228,25,1,4
288,25,1,4
161,25,1,3
289,25,1,5
167,25,1,3
290,25,1,5
291,25,1,5
292,25,1,5
293,25,1,3
294,25,1,4
295,25,1,2
296,25,1,5
297,25,1,4
298,25,1,3
299,25,1,4
176,25,1,4
300,25,1,4
301,25,1,4
302,25,1,5
106,26,1,1
303,26,1,2
304,26,1,2
305,26,1,2
306,26,1,3
307,26,1,5
111,27,1,5
189,27,1,4
281,28,1,5
127,28,1,3
205,28,1,2
107,28,1,5
308,28,1,4
309,28,1,5
310,28,1,4
311,28,1,5
312,28,1,4
12,29,1,3
313,29,1,4
314,29,1,1
38,29,1,4
86,29,1,4
315,29,1,2
316,29,1,2
317,29,1,2
318,29,1,3
228,29,1,3
319,29,1,4
163,29,1,3
320,29,1,4
321,29,1,4
182,29,1,2
205,29,1,2
322,29,1,3
200,29,1,2
62,29,1,3
323,29,1,5
169,29,1,2
1,30,1,5
324,30,1,5
325,30,1,5
14,30,1,4
125,30,1,5
127,30,1,5
136,30,1,3
326,30,1,4
327,30,1,5
328,30,1,5
329,30,1,5
61,30,1,5
330,30,1,5
62,30,1,5
41,30,1,3
102,31,1,4
129,31,1,5
127,31,1,5
27,31,1,4
331,31,1,5
61,31,1,5
62,31,1,5
41,31,1,5
332,32,1,4
61,32,1,5
62,32,1,5
41,32,1,2
333,33,1,5
83,33,1,4
334,33,1,4
240,33,1,1
242,33,1,4
335,33,1,5
336,33,1,5
2,33,1,4
102,33,1,5
337,33,1,4
14,33,1,5
136,33,1,2
338,33,1,4
246,33,1,5
226,33,1,5
129,33,1,4
20,33,1,5
339,33,1,5
113,33,1,3
21,33,1,3
228,33,1,3
340,33,1,4
341,33,1,5
342,33,1,4
343,33,1,5
344,33,1,4
345,33,1,4
346,33,1,5
280,33,1,3
347,33,1,5
316,33,1,4
348,33,1,5
349,34,1,3
350,34,1,1
6,34,1,1
38,34,1,3
314,34,1,1
351,34,1,3
352,34,1,3
128,34,1,3
353,34,1,1
354,34,1,1
238,34,1,4
205,34,1,2
355,34,1,1
356,34,1,3
357,35,1,4
322,35,1,4
358,36,1,4
359,36,1,2
19,36,1,4
360,36,1,5
45,36,1,5
361,36,1,4
362,36,1,3
181,36,1,4
68,36,1,5
67,36,1,5
363,36,1,4
91,36,1,4
364,36,1,5
365,36,1,5
366,36,1,4
367,36,1,4
368,36,1,4
369,36,1,4
161,36,1,4
93,36,1,4
370,36,1,4
69,36,1,3
371,36,1,5
249,36,1,4
372,36,1,5
182,36,1,4
373,36,1,5
374,36,1,3
375,36,1,5
376,36,1,4
377,36,1,5
378,36,1,5
379,36,1,4
380,36,1,3
381,36,1,5
115,36,1,4
382,36,1,4
383,36,1,5
384,36,1,5
385,36,1,5
386,36,1,4
387,36,1,5
388,36,1,5
27,36,1,4
389,36,1,5
390,36,1,5
391,36,1,4
392,36,1,5
393,36,1,5
394,36,1,5
395,36,1,5
27,36,1,4
396,36,1,5
397,36,1,3
398,36,1,4
62,36,1,5
399,36,1,5
400,36,1,4
401,36,1,5
44,36,1,5
6,37,1,5
14,37,1,4
402,37,1,4
127,37,1,2
9,37,1,4
403,37,1,5
288,37,1,3
170,37,1,4
255,37,1,5
27,37,1,3
404,37,1,3
233,37,1,5
405,37,1,4
406,37,1,3
407,37,1,4
200,37,1,3
61,37,1,5
408,37,1,3
355,37,1,3
62,37,1,4
280,37,1,4
39,37,1,5
409,38,1,1
113,38,1,4
27,38,1,2
255,38,1,4
280,38,1,4
223,38,1,3
410,39,1,3
205,39,1,1
411,39,1,1
412,40,1,4
413,40,1,4
414,40,1,3
415,40,1,5
211,40,1,3
416,40,1,4
370,40,1,3
321,40,1,5
194,40,1,3
27,40,1,4
417,40,1,2
409,40,1,3
418,40,1,3
419,40,1,3
62,40,1,2
237,40,1,4
24,41,1,3
420,41,1,5
420,41,1,3
203,41,1,4
421,41,1,5
101,41,1,3
12,41,1,4
422,41,1,5
423,41,1,4
155,41,1,4
424,41,1,5
425,41,1,5
426,41,1,5
197,41,1,4
363,41,1,3
129,41,1,4
427,41,1,5
428,41,1,5
127,41,1,4
429,41,1,4
430,41,1,4
431,41,1,5
127,41,1,5
432,41,1,4
136,41,1,5
433,41,1,5
433,41,1,5
388,41,1,5
434,41,1,4
435,41,1,5
436,41,1,1
437,41,1,5
272,41,1,4
438,41,1,4
218,41,1,3
439,41,1,5
440,41,1,5
441,41,1,5
176,41,1,5
442,41,1,4
443,41,1,5
444,41,1,2
237,41,1,3
445,41,1,3
446,41,1,5
375,41,1,5
447,41,1,5
424,42,1,4
318,42,1,3
127,42,1,5
448,42,1,2
449,42,1,4
450,42,1,3
136,42,1,2
451,42,1,4
434,42,1,3
356,42,1,5
176,42,1,5
444,42,1,1
237,42,1,3
420,43,1,5
203,43,1,4
8,43,1,4
10,43,1,3
101,43,1,4
127,43,1,4
388,43,1,5
205,43,1,4
136,43,1,4
434,43,1,5
452,43,1,5
60,43,1,4
453,43,1,4
439,43,1,5
441,43,1,5
454,43,1,5
176,43,1,5
420,44,1,5
203,44,1,3
101,44,1,3
127,44,1,3
136,44,1,3
452,44,1,3
100,44,1,3
60,44,1,4
439,44,1,4
203,45,1,4
420,45,1,5
101,45,1,4
127,45,1,3
136,45,1,3
455,45,1,5
60,45,1,4
453,45,1,4
454,45,1,4
176,45,1,5
197,46,1,4
420,46,1,3
101,46,1,3
127,46,1,4
70,46,1,2
136,46,1,2
452,46,1,1
439,46,1,3
176,46,1,3
420,47,1,5
101,47,1,5
136,47,1,5
455,47,1,4
146,47,1,5
456,47,1,5
457,47,1,4
458,48,1,4
121,48,1,2
169,48,1,5
169,48,1,5
459,48,1,5
459,48,1,4
192,48,1,3
460,48,1,3
461,48,1,3
462,48,1,4
463,48,1,5
464,48,1,4
465,48,1,5
203,48,1,5
466,48,1,5
467,48,1,1
468,48,1,4
469,48,1,5
470,48,1,3
471,48,1,4
472,48,1,3
473,48,1,5
473,48,1,5
474,48,1,5
475,48,1,5
476,48,1,5
477,48,1,5
86,48,1,2
38,48,1,4
179,48,1,4
170,48,1,5
8,48,1,5
8,48,1,3
336,48,1,3
225,48,1,3
478,48,1,2
170,48,1,3
170,48,1,5
479,48,1,5
157,48,1,4
211,48,1,5
211,48,1,3
480,48,1,5
481,48,1,5
482,48,1,2
337,48,1,4
102,48,1,5
102,48,1,4
307,48,1,4
483,48,1,5
484,48,1,5
485,48,1,5
486,48,1,5
362,48,1,2
352,48,1,5
487,48,1,3
363,48,1,4
129,48,1,2
45,48,1,4
127,48,1,4
20,48,1,4
416,48,1,5
416,48,1,5
488,48,1,4
238,48,1,4
489,48,1,3
490,48,1,5
491,48,1,4
492,48,1,5
493,48,1,5
163,48,1,5
362,48,1,4
382,48,1,4
163,48,1,5
494,48,1,2
432,48,1,5
495,48,1,5
496,48,1,5
497,48,1,5
498,48,1,5
94,48,1,5
499,48,1,5
500,48,1,5
501,48,1,4
502,48,1,3
282,48,1,3
503,48,1,5
504,48,1,4
505,48,1,5
506,48,1,2
205,48,1,3
507,48,1,5
161,48,1,5
374,48,1,2
27,48,1,2
508,48,1,3
497,48,1,3
509,48,1,5
510,48,1,1
511,48,1,3
512,48,1,2
513,48,1,4
514,48,1,4
515,48,1,3
516,48,1,5
517,48,1,2
518,48,1,4
519,48,1,3
520,48,1,3
521,48,1,4
62,48,1,3
522,48,1,4
523,48,1,4
106,48,1,3
200,48,1,4
524,48,1,5
524,48,1,3
280,48,1,2
525,48,1,4
444,48,1,1
526,48,1,5
527,48,1,5
528,48,1,3
529,48,1,5
530,48,1,3
203,48,1,5
121,48,1,5
127,49,1,3
327,49,1,4
67,50,1,5
122,50,1,5
2,50,1,3
38,50,1,3
179,50,1,4
531,50,1,4
155,50,1,4
102,50,1,4
124,50,1,4
532,50,1,5
286,50,1,5
533,50,1,5
129,50,1,4
20,50,1,3
534,50,1,5
535,50,1,4
536,50,1,4
228,50,1,5
249,50,1,5
375,50,1,4
537,50,1,4
432,50,1,4
538,50,1,4
255,50,1,4
377,50,1,4
264,50,1,4
539,50,1,5
540,50,1,2
27,50,1,4
541,50,1,4
542,50,1,2
543,50,1,4
544,50,1,4
545,50,1,5
546,50,1,4
547,50,1,5
548,50,1,4
549,50,1,1
550,50,1,1
355,50,1,4
551,50,1,3
552,50,1,5
106,50,1,4
301,50,1,4
39,50,1,5
349,50,1,4
507,50,1,5
479,51,1,3
238,51,1,4
553,51,1,4
554,51,1,4
555,51,1,4
182,51,1,4
106,51,1,3
480,51,1,4
556,52,1,4
557,52,1,5
558,52,1,5
409,52,1,5
559,52,1,4
560,52,1,5
438,52,1,5
561,52,1,5
562,52,1,3
197,52,1,4
563,53,1,5
563,53,1,5
87,53,1,5
564,53,1,4
565,53,1,4
566,53,1,4
567,53,1,5
480,53,1,5
568,53,1,5
569,53,1,5
570,53,1,4
571,53,1,4
572,53,1,4
573,53,1,4
574,53,1,3
575,53,1,5
576,53,1,5
577,53,1,5
578,53,1,4
579,53,1,5
580,53,1,5
581,53,1,5
582,53,1,4
583,53,1,1
285,53,1,4
584,53,1,4
12,53,1,5
585,53,1,3
586,53,1,3
587,53,1,2
588,53,1,4
589,53,1,5
590,53,1,5
591,53,1,5
592,53,1,3
593,53,1,3
594,53,1,5
595,53,1,3
596,53,1,4
597,53,1,3
67,53,1,5
252,53,1,2
226,53,1,5
337,53,1,4
598,53,1,5
599,53,1,2
86,53,1,2
600,53,1,4
601,53,1,4
602,53,1,4
603,53,1,4
604,53,1,4
605,53,1,4
91,53,1,4
606,53,1,4
607,53,1,5
608,53,1,4
609,53,1,4
124,53,1,4
610,53,1,5
611,53,1,4
612,53,1,5
613,53,1,3
614,53,1,5
117,53,1,4
615,53,1,4
369,53,1,5
8,53,1,4
616,53,1,4
617,53,1,4
618,53,1,4
619,53,1,4
322,53,1,3
620,53,1,5
171,53,1,5
621,53,1,5
622,53,1,5
623,53,1,5
167,53,1,5
532,53,1,5
624,53,1,2
375,53,1,5
625,53,1,4
626,53,1,5
45,53,1,5
507,53,1,4
627,53,1,4
161,53,1,4
364,53,1,3
628,53,1,4
629,53,1,4
542,53,1,4
630,53,1,2
631,53,1,5
632,53,1,3
378,53,1,4
228,53,1,5
367,53,1,4
340,53,1,4
633,53,1,5
634,53,1,5
374,53,1,4
318,53,1,5
635,53,1,4
288,53,1,4
636,53,1,5
637,53,1,5
89,53,1,4
638,53,1,4
448,53,1,5
639,53,1,5
640,53,1,5
161,53,1,4
641,53,1,4
317,53,1,4
642,53,1,4
643,53,1,4
23,53,1,5
94,53,1,5
16,53,1,4
67,53,1,5
644,53,1,3
645,53,1,4
646,53,1,4
647,53,1,5
648,53,1,5
649,53,1,5
650,53,1,5
651,53,1,4
652,53,1,4
653,53,1,3
72,53,1,3
654,53,1,5
655,53,1,3
656,53,1,3
657,53,1,5
658,53,1,5
659,53,1,5
660,53,1,5
661,53,1,5
136,53,1,3
662,53,1,5
409,53,1,5
663,53,1,4
664,53,1,5
95,53,1,5
665,53,1,3
666,53,1,4
667,53,1,4
668,53,1,3
669,53,1,4
670,53,1,5
546,53,1,5
671,53,1,4
497,53,1,4
672,53,1,3
68,53,1,4
673,53,1,5
674,53,1,5
675,53,1,5
676,53,1,5
677,53,1,4
678,53,1,3
679,53,1,5
680,53,1,5
681,53,1,3
682,53,1,4
683,53,1,5
684,53,1,4
685,53,1,5
686,53,1,5
687,53,1,5
688,53,1,4
689,53,1,3
484,53,1,4
690,53,1,4
691,53,1,1
692,53,1,5
693,53,1,5
694,53,1,2
695,53,1,5
696,53,1,5
697,53,1,4
698,53,1,4
699,53,1,4
700,53,1,2
701,53,1,3
208,53,1,3
702,53,1,4
703,53,1,4
696,53,1,5
163,53,1,4
704,53,1,5
705,53,1,4
39,53,1,3
706,53,1,5
707,53,1,3
222,53,1,5
708,53,1,3
34,53,1,3
399,53,1,3
709,53,1,4
710,53,1,3
711,53,1,4
712,53,1,5
713,53,1,5
714,53,1,5
715,53,1,4
716,53,1,3
717,53,1,4
718,54,1,4
719,54,1,2
720,54,1,4
102,54,1,4
721,54,1,4
369,54,1,5
425,54,1,4
722,54,1,5
136,54,1,5
433,54,1,5
723,54,1,5
434,54,1,4
455,54,1,3
724,54,1,4
208,54,1,4
725,54,1,5
375,54,1,3
182,55,1,2
106,55,1,3
726,56,1,4
150,56,1,5
24,56,1,5
12,56,1,4
727,56,1,5
728,56,1,4
720,56,1,5
447,56,1,5
153,56,1,5
91,56,1,5
155,56,1,4
409,56,1,5
729,56,1,5
4,56,1,5
157,56,1,5
338,56,1,5
363,56,1,5
127,56,1,5
730,56,1,5
128,56,1,5
226,56,1,4
731,56,1,5
732,56,1,5
21,56,1,4
733,56,1,5
159,56,1,5
734,56,1,5
735,56,1,5
240,56,1,5
736,56,1,5
391,56,1,5
391,56,1,5
737,56,1,4
170,56,1,5
388,56,1,5
738,56,1,5
739,56,1,5
653,56,1,5
740,56,1,5
741,56,1,5
742,56,1,5
743,56,1,5
744,56,1,5
163,56,1,5
745,56,1,5
139,56,1,5
746,56,1,5
747,56,1,5
748,56,1,5
401,56,1,5
749,56,1,5
35,56,1,5
750,56,1,4
751,56,1,5
752,56,1,4
753,56,1,5
754,56,1,5
398,56,1,5
189,56,1,5
755,56,1,5
756,56,1,5
188,56,1,5
757,56,1,5
758,56,1,5
39,56,1,5
163,56,1,4
759,56,1,5
167,56,1,4
760,56,1,5
375,56,1,4
321,56,1,5
761,57,1,4
762,57,1,4
763,57,1,5
226,57,1,5
764,57,1,5
765,57,1,5
68,57,1,5
766,57,1,3
346,57,1,5
704,57,1,4
767,57,1,4
653,57,1,4
768,57,1,5
369,57,1,5
12,58,1,3
364,58,1,1
160,58,1,4
769,58,1,4
770,58,1,4
161,58,1,3
771,58,1,2
772,58,1,2
773,58,1,2
375,58,1,1
774,59,1,5
24,59,1,5
225,59,1,5
12,59,1,5
482,59,1,4
102,59,1,4
363,59,1,4
129,59,1,5
45,59,1,5
20,59,1,5
249,59,1,4
775,59,1,4
432,59,1,5
776,59,1,4
647,59,1,5
391,59,1,4
322,59,1,4
777,59,1,5
778,59,1,5
779,59,1,4
780,59,1,5
74,59,1,4
74,59,1,5
781,59,1,5
782,59,1,5
783,59,1,5
205,59,1,4
784,59,1,4
785,59,1,5
786,59,1,4
182,59,1,4
787,59,1,5
788,59,1,5
513,59,1,4
789,59,1,5
790,59,1,4
791,59,1,5
792,59,1,5
793,59,1,4
794,59,1,5
221,59,1,5
795,59,1,5
208,59,1,4
147,59,1,5
62,59,1,5
796,59,1,5
375,59,1,3
323,59,1,2
447,59,1,4
797,59,1,5
321,60,1,4
205,60,1,5
131,60,1,5
403,60,1,5
27,60,1,5
320,60,1,5
579,60,1,2
533,60,1,4
163,60,1,5
798,60,1,4
799,60,1,4
800,60,1,2
801,60,1,3
802,60,1,5
803,60,1,5
142,60,1,5
176,60,1,5
356,60,1,2
804,60,1,4
62,60,1,5
321,61,1,5
205,61,1,5
105,61,1,5
805,61,1,5
806,61,1,2
200,61,1,2
807,61,1,3
2,62,1,4
462,62,1,5
150,62,1,5
808,62,1,5
809,62,1,5
86,62,1,4
153,62,1,5
91,62,1,5
170,62,1,4
155,62,1,5
810,62,1,5
156,62,1,5
553,62,1,5
157,62,1,5
351,62,1,5
127,62,1,5
730,62,1,5
128,62,1,5
811,62,1,5
812,62,1,5
228,62,1,5
382,62,1,5
159,62,1,5
735,62,1,4
160,62,1,5
813,62,1,5
194,62,1,5
391,62,1,4
814,62,1,5
800,62,1,5
320,62,1,5
163,62,1,5
739,62,1,5
388,62,1,5
742,62,1,5
815,62,1,5
747,62,1,5
342,62,1,4
749,62,1,5
27,62,1,5
816,62,1,5
817,62,1,5
817,62,1,5
55,62,1,5
818,62,1,5
165,62,1,4
817,62,1,5
35,62,1,5
819,62,1,5
741,62,1,5
220,62,1,5
820,62,1,5
821,62,1,5
200,62,1,5
39,62,1,5
822,62,1,5
759,62,1,5
167,62,1,5
823,62,1,5
321,62,1,5
427,63,1,4
27,63,1,2
824,63,1,4
238,64,1,5
825,64,1,3
826,64,1,4
105,64,1,4
827,64,1,4
106,64,1,5
356,64,1,2
828,65,1,4
829,65,1,1
161,65,1,5
464,65,1,4
830,65,1,5
242,65,1,1
8,65,1,4
80,65,1,4
86,65,1,4
67,65,1,4
730,65,1,4
334,65,1,5
831,65,1,4
716,65,1,4
428,65,1,3
731,65,1,4
542,65,1,4
374,65,1,5
832,65,1,5
249,65,1,5
833,65,1,4
834,65,1,5
354,65,1,4
835,65,1,5
168,65,1,5
83,65,1,4
461,65,1,5
836,65,1,4
836,65,1,4
837,65,1,5
838,65,1,4
499,65,1,5
247,65,1,5
733,65,1,5
74,65,1,4
701,65,1,5
163,65,1,4
839,65,1,5
840,65,1,4
510,65,1,5
841,65,1,5
842,65,1,5
843,65,1,5
147,65,1,5
844,65,1,5
62,65,1,5
278,65,1,4
318,65,1,5
205,65,1,5
321,66,1,5
845,66,1,4
846,67,1,4
369,67,1,4
27,67,1,4
847,67,1,5
416,67,1,3
848,67,1,5
849,67,1,3
425,67,1,4
850,67,1,4
716,67,1,4
555,67,1,5
182,67,1,4
851,67,1,4
852,67,1,4
374,67,1,5
320,67,1,5
666,67,1,5
380,67,1,5
853,67,1,4
141,67,1,5
854,67,1,5
207,67,1,5
855,67,1,5
856,67,1,5
857,67,1,5
858,67,1,5
40,67,1,3
301,67,1,5
859,67,1,4
860,67,1,4
861,67,1,4
862,67,1,4
223,67,1,5
863,68,1,1
375,68,1,3
135,68,1,3
864,68,1,3
27,69,1,5
865,70,1,2
866,70,1,3
800,71,1,4
320,71,1,3
867,71,1,3
58,71,1,3
200,71,1,1
106,71,1,1
320,72,1,4
868,72,1,5
105,72,1,5
804,72,1,4
869,73,1,4
870,73,1,4
871,73,1,3
872,73,1,4
873,73,1,5
874,73,1,4
875,73,1,4
876,73,1,2
609,74,1,4
202,74,1,3
790,74,1,4
877,75,1,4
878,75,1,5
134,75,1,5
213,75,1,4
879,75,1,4
880,75,1,3
194,75,1,4
831,75,1,5
881,75,1,4
882,75,1,5
883,75,1,5
88,75,1,5
884,75,1,1
885,75,1,5
886,75,1,4
887,75,1,2
888,75,1,4
889,75,1,5
890,75,1,5
891,75,1,4
892,75,1,5
893,75,1,4
894,75,1,5
161,75,1,3
895,75,1,5
136,75,1,3
108,75,1,3
896,75,1,3
897,75,1,5
898,75,1,5
899,75,1,4
900,75,1,5
901,75,1,3
902,75,1,3
903,75,1,5
904,75,1,4
905,75,1,5
906,75,1,4
907,75,1,4
908,75,1,4
27,76,1,3
909,76,1,2
245,77,1,3
374,77,1,1
910,77,1,5
911,77,1,3
733,77,1,4
912,77,1,4
878,77,1,3
354,77,1,1
205,77,1,3
161,77,1,3
913,77,1,3
914,77,1,4
252,77,1,1
915,77,1,4
916,77,1,5
320,77,1,4
917,77,1,2
918,77,1,4
919,77,1,3
289,77,1,4
920,77,1,5
884,77,1,3
403,77,1,5
161,77,1,3
369,77,1,5
921,77,1,4
194,77,1,4
115,77,1,2
922,77,1,1
923,77,1,4
226,77,1,5
924,77,1,1
925,77,1,5
163,77,1,4
926,77,1,2
927,77,1,4
891,77,1,5
928,77,1,4
929,77,1,1
930,77,1,3
931,77,1,5
932,77,1,2
933,77,1,3
934,77,1,5
497,77,1,3
935,77,1,1
27,77,1,2
936,77,1,4
182,77,1,4
937,77,1,4
938,77,1,2
939,77,1,2
136,77,1,2
940,77,1,5
899,77,1,4
941,77,1,3
942,77,1,4
943,77,1,3
944,78,1,4
98,78,1,5
945,78,1,5
946,78,1,5
947,78,1,5
60,78,1,4
948,78,1,5
949,78,1,5
41,78,1,5
138,79,1,5
950,79,1,5
951,79,1,5
952,79,1,4
953,79,1,3
188,79,1,5
106,79,1,3
39,79,1,5
562,79,1,2
392,80,1,5
954,80,1,4
955,80,1,4
98,80,1,5
956,80,1,3
957,80,1,3
144,80,1,3
106,80,1,4
958,80,1,4
959,80,1,4
41,80,1,5
960,81,1,5
961,81,1,5
962,81,1,5
963,81,1,5
964,82,1,1
965,82,1,5
8,82,1,4
966,82,1,4
127,82,1,4
19,82,1,5
27,82,1,4
967,82,1,5
968,82,1,5
969,82,1,4
970,82,1,5
971,82,1,3
747,82,1,4
972,82,1,4
747,82,1,3
973,82,1,3
974,82,1,3
106,82,1,3
975,82,1,3
224,82,1,4
976,83,1,4
289,83,1,5
977,83,1,4
978,83,1,5
115,83,1,4
95,83,1,4
938,83,1,5
380,83,1,5
979,83,1,4
980,83,1,5
981,83,1,5
982,83,1,4
983,83,1,5
664,83,1,5
984,83,1,5
985,83,1,4
986,83,1,4
987,83,1,3
988,83,1,5
989,83,1,5
990,83,1,2
991,83,1,5
920,83,1,5
170,83,1,4
437,83,1,5
992,83,1,5
993,83,1,2
994,83,1,4
995,83,1,3
996,83,1,3
733,83,1,5
901,83,1,4
997,83,1,4
998,83,1,5
999,83,1,4
940,83,1,5
182,83,1,4
1000,83,1,4
1001,83,1,4
1002,83,1,5
409,83,1,4
1003,83,1,5
1004,83,1,5
1005,83,1,5
1006,83,1,4
1007,83,1,5
1008,83,1,4
1009,83,1,5
1010,83,1,3
163,83,1,4
1011,83,1,4
842,83,1,3
397,83,1,5
1012,83,1,4
1013,83,1,4
1014,83,1,4
35,83,1,4
1015,83,1,5
1016,83,1,5
1017,83,1,2
1018,83,1,4
299,83,1,4
1019,83,1,4
388,84,1,4
452,84,1,2
60,84,1,5
439,84,1,4
146,84,1,5
454,84,1,4
444,84,1,5
1020,84,1,4
1021,85,1,4
1022,85,1,4
976,85,1,1
27,85,1,3
1023,85,1,4
289,85,1,4
